ordinal,kind,section,depth,title,menu_path,node_id,parent_id,is_leaf,has_children,has_document,slug,url,label_no
3601,document,开发,4,Weex框架+H5接入智能填充,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 三方框架+H5接入智能填充 > Weex框架+H5接入智能填充,0002017860245146780857f9a0505566,00020178602451467883068af102f1b5,True,False,True,scenario-fusion-weex,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-weex,
3602,document,开发,4,mPaas框架+H5接入智能填充,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 三方框架+H5接入智能填充 > mPaas框架+H5接入智能填充,0002017860245146780915309846a27f,00020178602451467883068af102f1b5,True,False,True,scenario-fusion-mpass,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-mpass,
3603,document,开发,4,H5/三方框架和HarmonyOS配置项映射关系,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 三方框架+H5接入智能填充 > H5/三方框架和HarmonyOS配置项映射关系,00020178602451467809458a2712e597,00020178602451467883068af102f1b5,True,False,True,scenario-fusion-mappingrelationship,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-mappingrelationship,
3604,document,开发,2,Scenario Fusion Kit术语,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > Scenario Fusion Kit术语,000201786024514677395026c5efa875,000201786024514677217674db85cd38,True,False,True,scenario-fusion-glossary,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-glossary,
3605,document-branch,开发,2,Scenario Fusion Kit常见问题,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > Scenario Fusion Kit常见问题,000201786024514677406dc678480eba,000201786024514677217674db85cd38,False,True,True,scenario-fusion-button-frequently-asked-questions,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-button-frequently-asked-questions,
3606,document,开发,3,单击快速验证手机号按钮，无法拉起页面,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > Scenario Fusion Kit常见问题 > 单击快速验证手机号按钮，无法拉起页面,0002017860245146775478199b77b026,000201786024514677406dc678480eba,True,False,True,scenario-fusion-faq-1,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-faq-1,
3607,document,开发,3,打开应用功能跳转第三方应用失败,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > Scenario Fusion Kit常见问题 > 打开应用功能跳转第三方应用失败,000201786024514678641bbb04a5ca67,000201786024514677406dc678480eba,True,False,True,scenario-fusion-faq-2,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-faq-2,
3608,document,开发,3,剪贴板粘贴框遮挡智能填充选择框,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > Scenario Fusion Kit常见问题 > 剪贴板粘贴框遮挡智能填充选择框,000201786024514678708b559014c40b,000201786024514677406dc678480eba,True,False,True,scenario-fusion-faq-3,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-faq-3,
3609,document,开发,2,个人数据处理说明,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 个人数据处理说明,0002017860245146774202e7791afdba,000201786024514677217674db85cd38,True,False,True,scenario-fusion-personal-data,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-personal-data,
3610,document-branch,开发,2,附录,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 附录,000201786024514677426cd5dbb16b6d,000201786024514677217674db85cd38,False,True,True,scenario-fusion-appendix,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-appendix,
3611,document,开发,3,支持的国家/地区,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 附录 > 支持的国家/地区,000201786024514677491f478ce33cd9,000201786024514677426cd5dbb16b6d,True,False,True,scenario-fusion-appendix-support-regions,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-appendix-support-regions,
3612,document-branch,开发,1,Screen Time Guard Kit（屏幕时间守护服务）,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务）,000201786024514677218e5ceda22205,0002017860245146771935726a03afb3,False,True,True,screen-time-guard-kit-guide,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screen-time-guard-kit-guide,
3613,document,开发,2,Screen Time Guard Kit简介,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > Screen Time Guard Kit简介,0002017860245146772386e57ff081b6,000201786024514677218e5ceda22205,True,False,True,screentimeguard-introduction,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-introduction,
3614,document-branch,开发,2,开发准备,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 开发准备,000201786024514677260606f858ab89,000201786024514677218e5ceda22205,False,True,True,screentimeguard-preparations,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-preparations,
3615,document,开发,3,配置签名,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 开发准备 > 配置签名,00020178602451467750792e8288ef5a,000201786024514677260606f858ab89,True,False,True,screentimeguard-app-signature,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-app-signature,
3616,document,开发,3,受限ACL权限申请,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 开发准备 > 受限ACL权限申请,0002017860245146775597a6671b9f67,000201786024514677260606f858ab89,True,False,True,screentimeguard-permission-application,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-permission-application,
3617,document-branch,开发,2,用户授权管理,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 用户授权管理,00020178602451467728623d6927c7c0,000201786024514677218e5ceda22205,False,True,True,screentimeguard-interface-call-auth,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-interface-call-auth,
3618,document,开发,3,概述,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 用户授权管理 > 概述,0002017860245146774578899dd2a99c,00020178602451467728623d6927c7c0,True,False,True,screentimeguard-interface-call-auth-overview,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-interface-call-auth-overview,
3619,document,开发,3,请求用户授权,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 用户授权管理 > 请求用户授权,000201786024514677592521f4f3e476,00020178602451467728623d6927c7c0,True,False,True,screentimeguard-request-user-auth,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-request-user-auth,
3620,document,开发,3,取消用户授权,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 用户授权管理 > 取消用户授权,0002017860245146787100021486cc00,00020178602451467728623d6927c7c0,True,False,True,screentimeguard-revoke-user-auth,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-revoke-user-auth,
3621,document,开发,3,健康使用设备授权列表页中应用授权开关打开/关闭时触发回调,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 用户授权管理 > 健康使用设备授权列表页中应用授权开关打开/关闭时触发回调,000201786024514678741049b54403e9,00020178602451467728623d6927c7c0,True,False,True,screentimeguard-switch-state-change-callback,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-switch-state-change-callback,
3622,document-branch,开发,2,应用选择页,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 应用选择页,000201786024514677321ec0d48a00ca,000201786024514677218e5ceda22205,False,True,True,screentimeguard-app-picker-pages,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-app-picker-pages,
3623,document,开发,3,概述,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 应用选择页 > 概述,00020178602451467750546f830e61e3,000201786024514677321ec0d48a00ca,True,False,True,screentimeguard-app-picker-overview,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-app-picker-overview,
3624,document,开发,3,拉起应用选择页,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 应用选择页 > 拉起应用选择页,000201786024514678637534f0705b5f,000201786024514677321ec0d48a00ca,True,False,True,screentimeguard-start-app-picker,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-start-app-picker,
3625,document,开发,3,拉起许可应用跳转页,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 应用选择页 > 拉起许可应用跳转页,000201786024514678668d353e40c163,000201786024514677321ec0d48a00ca,True,False,True,screentimeguard-start-app-form,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-start-app-form,
3626,document-branch,开发,2,守护策略管理,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 守护策略管理,00020178602451467734035ea6fbadd0,000201786024514677218e5ceda22205,False,True,True,screentimeguard-guard-strategy-manage,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-guard-strategy-manage,
3627,document,开发,3,概述,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 守护策略管理 > 概述,00020178602451467754395bdcdbb195,00020178602451467734035ea6fbadd0,True,False,True,screentimeguard-guard-strategy-manage-overview,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-guard-strategy-manage-overview,
3628,document,开发,3,添加策略,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 守护策略管理 > 添加策略,0002017860245146775771758f3b56bf,00020178602451467734035ea6fbadd0,True,False,True,screentimeguard-add-guard-strategy,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-add-guard-strategy,
3629,document,开发,3,修改策略,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 守护策略管理 > 修改策略,00020178602451467871145ebddf24b9,00020178602451467734035ea6fbadd0,True,False,True,screentimeguard-update-guard-strategy,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-update-guard-strategy,
3630,document,开发,3,查询策略配置数据,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 守护策略管理 > 查询策略配置数据,000201786024514678736add9d660595,00020178602451467734035ea6fbadd0,True,False,True,screentimeguard-query-guard-strategies,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-query-guard-strategies,
3631,document,开发,3,启动策略,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 守护策略管理 > 启动策略,0002017860245146787568cf04655163,00020178602451467734035ea6fbadd0,True,False,True,screentimeguard-start-guard-strategy,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-start-guard-strategy,
3632,document,开发,3,停止策略,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 守护策略管理 > 停止策略,000201786024514678798fc2c95913e4,00020178602451467734035ea6fbadd0,True,False,True,screentimeguard-stop-guard-strategy,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-stop-guard-strategy,
3633,document,开发,3,查询策略运行数据,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 守护策略管理 > 查询策略运行数据,000201786024514678819b204dffb215,00020178602451467734035ea6fbadd0,True,False,True,screentimeguard-query-guard-strategy-data,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-query-guard-strategy-data,
3634,document,开发,3,删除策略,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 守护策略管理 > 删除策略,000201786024514678835d397e6bd99b,00020178602451467734035ea6fbadd0,True,False,True,screentimeguard-remove-guard-strategy,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-remove-guard-strategy,
3635,document-branch,开发,2,应用访问限制,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 应用访问限制,000201786024514677357282774334dd,000201786024514677218e5ceda22205,False,True,True,screentimeguard-apps-restriction,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-apps-restriction,
3636,document,开发,3,概述,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 应用访问限制 > 概述,000201786024514677494ab379856ce0,000201786024514677357282774334dd,True,False,True,screentimeguard-apps-restriction-overview,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-apps-restriction-overview,
3637,document,开发,3,设置应用访问限制,开发 > 应用服务 > Screen Time Guard Kit（屏幕时间守护服务） > 应用访问限制 > 设置应用访问限制,000201786024514677555e0f8e869a08,000201786024514677357282774334dd,True,False,True,screentimeguard-set-apps-restriction,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/screentimeguard-set-apps-restriction,
