08-29 11:45:08.722     0     0 I I00000/HiLog: ========Zeroth log of type: init
08-30 16:43:30.824  1418  1418 I A0420a/WMSLife: onSessionStateChange state:1
08-30 16:43:30.830  1418  1418 I A04200/WINDOW: SCBSceneSession: onSessionWindowLimitsChange
08-30 16:43:30.831  1418  1418 I A04200/WINDOW: SCBSSM: onStatusBarEnableChange screenId: 0 statusBarEnable: true
08-30 16:43:30.841  3048  3048 I A0ff00/[Kanxiaoban]: [KanxiaobanAbility], Ability onWindowStageCreate
08-30 16:43:30.843  1418  1418 I A04200/WINDOW: SCBSceneSession: onSessionWindowLimitsChange
08-30 16:43:30.855  1418  1418 I A0420a/WMSLife: onSessionStateChange state:2
08-30 16:43:30.856  1418  1418 I A04200/WINDOW: SCBScreenSM: regScreenPropChange: at onSessionStateChange (SCBSceneSession.ts:3356:55)
08-30 16:43:30.856  1418  1418 I A04200/WINDOW: SCBScreenSM: recordEventFromScb
08-30 16:43:30.856  1418  1418 I A04200/WINDOW: SCBScreenSM: regScreenPropChange screenId: 0 true null false false29
08-30 16:43:30.856  1418  1418 I A04209/WMSImms: win:525 foreground
08-30 16:43:30.856  1418  1418 I A01b00/SCB: SCBSSM: updateNavigationBarProperty navigationBarEnable: true
08-30 16:43:30.856  1418  1418 I A01b00/SCB: SCBSSM: updateNavigationBarProperty 0
08-30 16:43:30.856  1418  1418 I A01b0a/GESTURE: FloatingNavigationManager --> checkShowFloatingNavigation switch is closed
08-30 16:43:30.856  1418  1418 I A01b0a/GESTURE: GestureDockPreferenceUtil --> onSceneStateChange,isForegroud:true,bundleName:com.gxoc.kxbai,appIndex:0 sceneInfo.abilityName:KanxiaobanAbility
08-30 16:43:30.856  1418  1418 I A01b0a/GESTURE: GestureDockPreferenceUtil --> addGestureDockRecentPreference
08-30 16:43:30.856  1418  1418 I A01b01/HOME: AppModel: currentBundleInfoList length: 9
08-30 16:43:30.856  1418  1418 I A01b0a/GESTURE: GestureDockPreferenceUtil --> addGestureDockRecentPreference, bundleName:com.gxoc.kxbai appIndex:0 abilityName:KanxiaobanAbility.
08-30 16:43:30.856  1418  1418 I A01b09/RECENT: RecentGestureEventManager: onSceneStateChange,isForegroud:true,bundleName:com.gxoc.kxbai abilityName:KanxiaobanAbility
08-30 16:43:30.857  1418  1418 I A01b0a/GESTURE: AIBarView --> bundleName:com.gxoc.kxbai isEnterDeliver:false
08-30 16:43:30.857  1418  1418 I A01b00/SCB: SCBCompatibilityModeManager: registerLandscapeStateCallback bundleName com.gxoc.kxbai landscapeStateCallbackMap size is 4
08-30 16:43:30.857  1418  1418 I A01b00/SCB: SCBCompatibilityModeManager: registerLandscapeStateCallback finished landscapeStateCallbackMap size is 5
08-30 16:43:30.857  1418  1418 I A0001b/AA: RecentlyUseController --> buildRecentlyUseInfo {"bundleName":"com.gxoc.kxbai","moduleName":"kanxiaoban","abilityName":"KanxiaobanAbility","pid":3048,"uid":20020062,"state":2,"abilityType":1,"isAtomicService":false,"callerBundleName":""}
08-30 16:43:30.859  1418  1418 I A0001b/AA: RecentlyUseController --> buildRecentlyUseInfo abilityStateData is exit
08-30 16:43:30.859  1418  1418 I A01a00/SYS_UI: PhoneAppManager: ability[com.gxoc.kxbai|undefined|KanxiaobanAbility] state change to 2
08-30 16:43:30.860  1418  1418 I A0420a/WMSLife: onSessionStateChange state:3
08-30 16:43:30.862  1418  1418 I A01b0a/GESTURE: GestureDockPreferenceUtil --> Index is 0
08-30 16:43:30.862  1418  1418 I A01b0a/GESTURE: GestureDockPreferenceUtil --> app is already first in recent dock
08-30 16:43:30.903  3048  3048 I A0ff00/[Kanxiaoban]: [KanxiaobanAbility], Ability onForeground
08-30 16:43:30.931  1418  1418 I A04200/WINDOW: SCBSceneSession: onSessionShowWhenLockedChange, status:false of id:525 ignored.
08-30 16:43:30.941  3048  3048 I A0ff00/[Kanxiaoban]: [KanxiaobanAbility], Succeeded in loading the content.
08-30 16:43:30.942  1418  1418 I A04200/WINDOW: SCBSceneSession: on IsLayoutFullScreenChange:false
08-30 16:43:30.942  1418  1418 I A01b00/SCB: SCBSSM: updateNavigationBarProperty navigationBarEnable: true
08-30 16:43:30.942  1418  1418 I A01b00/SCB: SCBSSM: updateNavigationBarProperty 0
08-30 16:43:30.942  1418  1418 I A01b0a/GESTURE: FloatingNavigationManager --> checkShowFloatingNavigation switch is closed
08-30 16:43:30.943  1418  1418 I A04200/WINDOW: SCBSSM: onStatusBarEnableChange screenId: 0 statusBarEnable: true
08-30 16:43:30.943  1418  1418 I A01b00/SCB: SCBSSM: updateNavigationBarProperty navigationBarEnable: true
08-30 16:43:30.943  1418  1418 I A01b00/SCB: SCBSSM: updateNavigationBarProperty 0
08-30 16:43:30.943  1418  1418 I A01b0a/GESTURE: FloatingNavigationManager --> checkShowFloatingNavigation switch is closed
08-30 16:43:30.943  1418  1418 I A04200/WINDOW: SCBSSM: onStatusBarEnableChange screenId: 0 statusBarEnable: true
08-30 16:43:30.944  1418  1418 I A01b00/SCB: SCBSSM: updateNavigationBarProperty navigationBarEnable: true
08-30 16:43:30.944  1418  1418 I A01b00/SCB: SCBSSM: updateNavigationBarProperty 0
08-30 16:43:30.945  1418  1418 I A01b0a/GESTURE: FloatingNavigationManager --> checkShowFloatingNavigation switch is closed
08-30 16:43:30.945  1418  1418 I A04200/WINDOW: SCBSSM: onStatusBarEnableChange screenId: 0 statusBarEnable: true
08-30 16:43:30.946  1418  1418 I A01b00/SCB: SCBSSM: updateNavigationBarProperty navigationBarEnable: true
08-30 16:43:30.946  1418  1418 I A01b00/SCB: SCBSSM: updateNavigationBarProperty 0
08-30 16:43:30.946  1418  1418 I A01b0a/GESTURE: FloatingNavigationManager --> checkShowFloatingNavigation switch is closed
08-30 16:43:30.946  1418  1418 I A04200/WINDOW: SCBSSM: onStatusBarEnableChange screenId: 0 statusBarEnable: true
08-30 16:43:31.036  1418  1418 I A01b01/HOME: SCBSCS: setMotionBlurRadius: 0, caller: sceneContainerZoomIn end
08-30 16:43:31.036  1418  1418 I A01b00/SCB: LuoShuStateManager --> getLuoShuStateInfo: SCBScreenSM {"luoShuState":0,"scenePanelState":1,"eventType":7,"screenInfo":{"isLandscape":true,"foldState":1},"screenId":0,"holdingHandStatus":1}
08-30 16:43:31.039  1418  1418 I A04200/WINDOW: SCBSceneSession: onBufferAvailableChange, isBufferAvailable: true, id: 525,      bundleName: com.gxoc.kxbai
08-30 16:43:31.039  1418  1418 I A04200/WINDOW: SCBScenePersistent: Set persistentId = 525 isAlive to true
08-30 16:43:31.039  1418  1418 W A04200/WINDOW: SCBScenePersistent: The alive status remains unchanged
08-30 16:43:31.039  1418  1418 I A04200/WINDOW: SCBSceneSession: bufferAvailableCallbackList length: 0
08-30 16:43:31.039  1418  1418 I A04209/WMSImms: win:525 app prop is applied
08-30 16:43:31.039  1418  1418 I A04209/WMSImms: update prop to callbacks. screenId:0 mainscreenId:0 window:525, prop:[5,true,"#00000000","#FF000000",false,false,null], size:5 reason: sceneSession isSetEnable:true isSetColor:true isLand:false 
08-30 16:43:31.039  1418  1418 I A01a00/SYS_UI: SystemUI_BannerVm --> onSystemBarProperty
08-30 16:43:31.039  1418  1418 I A01a00/SYS_UI: TaskQueue: Add task SCBStatusBarVM_onSystemBarPropertyChange, count: 1
08-30 16:43:31.039  1418  1418 I A01a00/SYS_UI: TaskQueue: execute queueName SCBStatusBarVM, task onSystemBarPropertyChange, runningCount 1, startTime 1788079411039
08-30 16:43:31.039  1418  1418 I A01a00/SYS_UI: SCBStatusBarView: registerSystemBarPropertyCallbacks, enable: true, enableAnimation:false, isExitRecentTask: false
08-30 16:43:31.039  1418  1418 I A01a00/SYS_UI: TimeoutPromise: Create for SCBStatusBarView_isEnablePromise.
08-30 16:43:31.039  1418  1418 I A01a00/SYS_UI: TimeoutPromise: StartTimeout for SCBStatusBarView_isEnablePromise timeout 500
08-30 16:43:31.039  1418  1418 I A04200/WINDOW: SCBSSM: setIsShowStatusBarTemporary 525 false
08-30 16:43:31.039  1418  1418 I A01a00/SYS_UI: TimeoutPromise: Manually resolve fot SCBStatusBarView_isEnablePromise. reason: SCBStatusBarView_isEnablePromise
08-30 16:43:31.039  1418  1418 W A01a00/SYS_UI: SCBStatusBarView: isEnable changed: true, statusBarOpacity is 1, immersive is false, enable animation: false
08-30 16:43:31.040  1418  1418 W A01a00/SYS_UI: StatusBarVMV2: System bar property change from #FFFFFFFF to #FF000000 #00000000
08-30 16:43:31.040  1418  1418 I A01a00/SYS_UI: StatusBarVMV2: updateTintContentColor enable true, enableAnimation false contentColor #FF000000
08-30 16:43:31.040  1418  1418 W A01a00/SYS_UI: StatusBarBridgeView: onPluginContentColorChange #FF000000
08-30 16:43:31.040  1418  1418 I A01b00/SCB: SCBCategoryResourceManager: isForceFullScreenWithDock bundleName: com.gxoc.kxbai
08-30 16:43:31.040  1418  1418 I A01b00/SCB:                   isForceFullScreenWithDock: false
08-30 16:43:31.040  1418  1418 I A01a00/SYS_UI: TaskQueue: Run task SCBStatusBarVM_onSystemBarPropertyChange, time: 1, count: 0
08-30 16:43:31.040  1418  1418 W A01a00/SYS_UI: TaskQueue: stop run task, queueName SCBStatusBarVM, isFreeze: false, runningCount: 0, tasks length: 0
08-30 16:43:31.054  1418  1418 I A01a00/SYS_UI: StatusBarBridgeView: FrameCallback do
08-30 16:43:31.054  1418  1418 I A01a00/SYS_UI: StatusBarColorPickerVm --> on isImmersive change: false,color: #FF000000--windowSetColor
08-30 16:43:31.054  1418  1418 I A01a00/SYS_UI: StatusBarColorPickerVm --> color enable false
08-30 16:43:31.055  1418  1418 I A01a00/SYS_UI: BatteryComponent-batteryIcon --> onContentColorChange #FF000000 batterySocTextTop 1
08-30 16:43:31.055  1418  1418 I A01a00/SYS_UI: GroupBackgroundEffect --> LightNess: 0 colorStr: #FF000000
08-30 16:43:31.055  1418  1418 I A01a00/SYS_UI: StatusBarHeightVm: clearShowHeight GroupBackgroundEffect_left_group
08-30 16:43:31.055  1418  1418 I A01a00/SYS_UI: StatusBarHeightVm: checkHeightChange: cacheUseHeight 39 maxHeight 39 maxHotArea: 39
08-30 16:43:31.055  1418  1418 I A01a00/SYS_UI: GroupBackgroundEffect --> LightNess: 0 colorStr: #FF000000
08-30 16:43:31.056  1418  1418 I A01a00/SYS_UI: StatusBarHeightVm: clearShowHeight GroupBackgroundEffect_right_group
08-30 16:43:31.056  1418  1418 I A01a00/SYS_UI: StatusBarHeightVm: checkHeightChange: cacheUseHeight 39 maxHeight 39 maxHotArea: 39
08-30 16:43:31.056  1418  1418 I A01a00/SYS_UI: LiveCapsuleListVm: shadow capsule color = #4D000000
08-30 16:43:31.360  1418  1418 I A01b0d/HICAR: TopAppManager --> COMMON_EVENT_TOP_APP_CHANGE success
08-30 16:43:31.378  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:31.382  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:43:31.398  1418  1418 I A04200/WINDOW: WindowAnimation: [SCBAnimation] finish conatainerId 63, type ZOOM_IN
08-30 16:43:31.398  1418  1418 W A01b01/HOME: SCBSCS: getTransitionCount from session 63, 1
08-30 16:43:31.398  1418  1418 W A01b01/HOME: SCBTM: getTransitionCount from animationMap 63, 1
08-30 16:43:31.398  1418  1418 I A01b01/HOME: SCBScenePanelAnimator: startSceneFromOther animation count: before 1,
08-30 16:43:31.398  1418  1418 I A01b01/HOME:         current 1
08-30 16:43:31.398  1418  1418 W A01b01/HOME: SCBSCS: getTransitionCount from session 63, 1
08-30 16:43:31.398  1418  1418 W A01b01/HOME: SCBTM: getTransitionCount from animationMap 63, 1
08-30 16:43:31.398  1418  1418 I A01b01/HOME: SCBScenePanelAnimator: capsule animating is false
08-30 16:43:31.398  1418  1418 I A01b00/SCB: LuoShuStateManager --> getLuoShuStateInfo: SCBScenePanelViewModel {"luoShuState":0,"scenePanelState":1,"eventType":7,"screenInfo":{"isLandscape":true,"foldState":1},"screenId":0,"holdingHandStatus":1}
08-30 16:43:31.399  1418  1418 W A01b01/HOME: SCBSCS: [SCBScenePanelViewModel] border radius from topLeft: 20, topRight: 20, bottomLeft: 20, bottomRight: 20 to 0. reason: sceneContainerZoomIn, extra: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:43:31.399  1418  1418 W A01b01/HOME: SCBSCS: clearTransitionCount 63, 1
08-30 16:43:31.399  1418  1418 I A01b01/HOME: SCBTM: clearTransitionCount 63, 1
08-30 16:43:31.400  1418  1418 I A01b00/SCB: AnimateToScheduleUtils: raiseAppStartToCPUPriority: 1
08-30 16:43:31.401  1418  1418 I A01b09/RECENT: SCBDesktopCacheManager: FreezeTrack setWallPaperScale old:1, new:1.1, reason:onActive
08-30 16:43:31.408  1418  1418 I A0421d/WMSRotation: containerSession isVertical verticalRotation: 0, reverseVerticalRotation: 180, rotation: 270
08-30 16:43:31.426 31257 31257 I A000ff/HMKeyboard_MemorySceneCodeRepor: reportMemorySceneCodeEvent suc
08-30 16:43:31.438 31257 31257 I A000ff/HMKeyboard_InputPanel: setting fg: false, pss:194205
08-30 16:43:32.382  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:32.386  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:43:32.396 31257 31257 I A000ff/HMKeyboard_EngineTool: tryToClearCloudCache
08-30 16:43:32.396 31257 31257 I A000ff/HMKeyboard_EngineTool: saveCloudCache call.
08-30 16:43:32.396 31257 31257 I A000ff/HMKeyboard_EngineTool: saveUserWordsToDictionary call.
08-30 16:43:32.396 31257 31257 I A000ff/HMKeyboard_EngineTool: saveSensitiveDict call.
08-30 16:43:32.396 31257 31257 I A000ff/HMKeyboard_EngineTool: unloadEmotionDict call.
08-30 16:43:32.396 31257 31257 I A000ff/HMKeyboard_EngineTool: saveDeleteWordDict call.
08-30 16:43:32.396 31257   980 I A000ff/HMKeyboard_EngineWorker: saveCloudCache
08-30 16:43:32.396 31257   980 I A00000/ohos_jni_CloudCache: SaveCacheMapToFile begin
08-30 16:43:32.396 31257   980 E A00000/ohos_jni_CloudCache: CloudCache doesn't init
08-30 16:43:32.396 31257   980 I A000ff/HMKeyboard_EngineWorker: saveUserWordsToDictionary
08-30 16:43:32.396 31257   980 I A00000/ohos_jni_EngineHelper: SaveUserWordsToDictionary
08-30 16:43:32.396 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource:14
08-30 16:43:32.396 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource result:0
08-30 16:43:32.396 31257   980 I A00000/ohos_jni_ResourceManager: dict size:1202
08-30 16:43:32.396 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource:14
08-30 16:43:32.396 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource result:0
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource:14
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource result:0
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_ResourceManager: dict size:1202
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource:14
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource result:0
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource:15
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource result:0
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_ResourceManager: dict size:1136
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource:15
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource result:0
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource:15
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource result:0
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_ResourceManager: dict size:1136
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource:15
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_PyEngineWrapper: Save resource result:0
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_EngineHelper: SaveUserWordsToDictionary end costTime :642 us
08-30 16:43:32.397 31257   980 I A000ff/HMKeyboard_EngineWorker: saveSensitiveDict call.
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_BaseSensitive: DecodingContext sensitiveWords size:0
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_CommonUtil: SaveFile fileName:<private> fileSize:54
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_BaseSensitive: SaveSensitiveWordsToFile costTime :96 us
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_BaseSensitive: DecodingContext sensitiveWords size:0
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_CommonUtil: SaveFile fileName:<private> fileSize:54
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_BaseSensitive: SaveSensitiveWordsToFile costTime :60 us
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_BaseSensitive: DecodingContext sensitiveWords size:0
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_CommonUtil: SaveFile fileName:<private> fileSize:54
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_BaseSensitive: SaveSensitiveWordsToFile costTime :66 us
08-30 16:43:32.397 31257   980 I A000ff/HMKeyboard_EngineWorker: UnloadEmotionDict call.
08-30 16:43:32.397 31257   980 I A000ff/HMKeyboard_EngineWorker: saveDeleteWordDict call.
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_CommonUtil: SaveFile fileName:<private> fileSize:84
08-30 16:43:32.397 31257   980 I A00000/ohos_jni_DeleteWordManager: SaveWordsToFile costTime :64 us
08-30 16:43:32.398 31257 31257 I A000ff/HMKeyboard_EngineTool: onSaveDeleteWordDictResult
08-30 16:43:32.398 31257 31257 I A000ff/HMKeyboard_EngineTool: saveDeleteWordDict true
08-30 16:43:32.549  1418  1418 I A01b0a/GESTURE: aiBarViewData --> setIsHideByWeaken true
08-30 16:43:32.555  1418  1418 I A01b0a/GESTURE: AIBarView --> checkShowAiBar. isShowingAiBar:true
08-30 16:43:32.556  1418  1418 I A01b0a/GESTURE: aiBarViewData --> powerMode:600 thermalLevel:0 isEnterDeliver:false
08-30 16:43:33.389  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:33.393  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:43:33.542  1418  1418 I A01b01/HOME: PageDesktopViewModel --> cards num: 0, threshold:7
08-30 16:43:34.395  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:34.399  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:43:35.402  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:35.406  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:43:36.408  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:36.412  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:43:37.414  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:37.418  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:43:38.421  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:38.425  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:43:39.427  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:39.431  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:43:40.433  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:40.437  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:43:41.439  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:41.442  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:43:42.444  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:42.447  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:43:43.450  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:43:43.454  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
